,id,Период,Выручка
92,215378,препредыдущий_месяц,4302.0
93,215379,предыдущий_месяц,4300.0
94,215379,препредыдущий_месяц,4360.0
95,215379,текущий_месяц,4394.9
96,215380,препредыдущий_месяц,5051.0
97,215380,предыдущий_месяц,6077.0
98,215380,текущий_месяц,106862.2
99,215381,препредыдущий_месяц,4503.0
100,215381,предыдущий_месяц,5467.5
101,215381,текущий_месяц,5783.4
102,215382,препредыдущий_месяц,4824.0
103,215382,предыдущий_месяц,5545.5
104,215382,текущий_месяц,6403.5
105,215383,препредыдущий_месяц,4729.0
106,215383,предыдущий_месяц,5560.0
107,215383,текущий_месяц,5989.0
108,215384,предыдущий_месяц,3584.0
109,215384,текущий_месяц,4010.4
110,215384,препредыдущий_месяц,4226.0
111,215385,текущий_месяц,6627.8
112,215385,препредыдущий_месяц,4707.0
113,215385,предыдущий_месяц,6184.5
114,215386,текущий_месяц,4478.5
115,215386,препредыдущий_месяц,4751.0
116,215386,предыдущий_месяц,3146.0
117,215387,текущий_месяц,5658.4
118,215387,препредыдущий_месяц,4607.0
119,215387,предыдущий_месяц,5414.0
120,215388,текущий_месяц,3232.2
121,215388,препредыдущий_месяц,4182.0
122,215388,предыдущий_месяц,3188.0
123,215389,текущий_месяц,4429.1
124,215389,предыдущий_месяц,4550.0
125,215389,препредыдущий_месяц,4484.0
126,215390,предыдущий_месяц,4254.0
127,215390,препредыдущий_месяц,4549.0
128,215390,текущий_месяц,4612.8
129,215391,предыдущий_месяц,5928.5
130,215391,препредыдущий_месяц,4556.0
131,215391,текущий_месяц,5824.5
132,215392,препредыдущий_месяц,4341.0
133,215392,текущий_месяц,5234.4
134,215392,предыдущий_месяц,4548.0
135,215393,текущий_месяц,5345.5
136,215393,предыдущий_месяц,5267.5
137,215393,препредыдущий_месяц,4909.0
138,215394,текущий_месяц,5651.4
139,215394,предыдущий_месяц,5420.0
140,215394,препредыдущий_месяц,4952.0
141,215395,текущий_месяц,5677.1
142,215395,препредыдущий_месяц,4972.0
143,215395,предыдущий_месяц,5297.5
144,215396,препредыдущий_месяц,4805.0
145,215396,предыдущий_месяц,5876.0
146,215396,текущий_месяц,6830.2
147,215397,препредыдущий_месяц,4430.0
148,215397,предыдущий_месяц,4541.0
149,215397,текущий_месяц,5040.2
150,215398,препредыдущий_месяц,4557.0
151,215398,предыдущий_месяц,5530.5
152,215398,текущий_месяц,5854.2
153,215399,препредыдущий_месяц,4529.0
154,215399,предыдущий_месяц,3857.0
155,215399,текущий_месяц,4900.9
156,215400,препредыдущий_месяц,4439.0
157,215400,текущий_месяц,5691.4
158,215400,предыдущий_месяц,5681.0
159,215401,текущий_месяц,6065.9
160,215401,препредыдущий_месяц,4833.0
161,215401,предыдущий_месяц,5548.5
162,215402,текущий_месяц,4940.1
163,215402,препредыдущий_месяц,4702.0
164,215402,предыдущий_месяц,4918.0
165,215403,текущий_месяц,6427.2
166,215403,препредыдущий_месяц,4957.0
167,215403,предыдущий_месяц,5824.0
168,215404,текущий_месяц,4867.0
169,215404,препредыдущий_месяц,4449.0
170,215404,предыдущий_месяц,3788.0
171,215405,препредыдущий_месяц,4881.0
172,215405,предыдущий_месяц,6226.5
173,215405,текущий_месяц,7104.0
174,215406,предыдущий_месяц,5715.5
175,215406,текущий_месяц,6257.6
176,215406,препредыдущий_месяц,4763.0
177,215407,предыдущий_месяц,5502.0
178,215407,текущий_месяц,5919.3
179,215407,препредыдущий_месяц,4884.0
180,215408,предыдущий_месяц,5295.0
181,215408,текущий_месяц,5029.8
182,215408,препредыдущий_месяц,4434.0
183,215409,предыдущий_месяц,5219.5
184,215409,текущий_месяц,5538.0
185,215409,препредыдущий_месяц,4465.0
186,215410,текущий_месяц,4607.6
187,215410,препредыдущий_месяц,4248.0
188,215410,предыдущий_месяц,4839.0
189,215411,препредыдущий_месяц,4609.0
190,215411,предыдущий_месяц,5395.0
191,215411,текущий_месяц,5499.0
192,215412,препредыдущий_месяц,4607.0
193,215412,предыдущий_месяц,5499.5
194,215412,текущий_месяц,5294.1
195,215413,препредыдущий_месяц,4301.0
196,215413,предыдущий_месяц,3943.0
197,215413,текущий_месяц,4166.6
198,215414,препредыдущий_месяц,4747.0
199,215414,предыдущий_месяц,3757.0
200,215414,текущий_месяц,4144.4
201,215415,предыдущий_месяц,6147.0
202,215415,текущий_месяц,6352.4
203,215415,препредыдущий_месяц,4875.0
204,215416,текущий_месяц,4882.7
205,215416,препредыдущий_месяц,4148.0
206,215416,предыдущий_месяц,4461.5
207,215417,текущий_месяц,3875.0
208,215417,препредыдущий_месяц,4991.0
209,215417,предыдущий_месяц,3914.0
210,215418,текущий_месяц,6427.1
211,215418,препредыдущий_месяц,4661.0
212,215418,предыдущий_месяц,5943.5
213,215419,текущий_месяц,5676.1
214,215419,препредыдущий_месяц,4756.0
215,215419,предыдущий_месяц,5816.5
216,215420,текущий_месяц,5200.3
217,215420,предыдущий_месяц,5264.0
218,215420,препредыдущий_месяц,4568.0
219,215421,предыдущий_месяц,5130.5
220,215421,текущий_месяц,5322.9
221,215421,препредыдущий_месяц,4571.0
222,215422,предыдущий_месяц,4995.0
223,215422,текущий_месяц,4668.7
224,215422,препредыдущий_месяц,4455.0
225,215423,предыдущий_месяц,5586.5
226,215423,текущий_месяц,5682.7
227,215423,препредыдущий_месяц,4316.0
228,215424,предыдущий_месяц,5821.5
229,215424,текущий_месяц,5859.2
230,215424,препредыдущий_месяц,4383.0
231,215425,текущий_месяц,5485.4
232,215425,препредыдущий_месяц,4623.0
233,215425,предыдущий_месяц,5202.0
234,215426,препредыдущий_месяц,4648.0
235,215426,предыдущий_месяц,5404.0
236,215426,текущий_месяц,6150.2
237,215427,препредыдущий_месяц,4795.0
238,215427,предыдущий_месяц,5549.5
239,215427,текущий_месяц,6427.0
240,215428,препредыдущий_месяц,4537.0
241,215428,предыдущий_месяц,4456.0
242,215428,текущий_месяц,5444.0
243,215429,препредыдущий_месяц,4488.0
244,215429,предыдущий_месяц,3662.0
245,215429,текущий_месяц,4158.6
246,215430,предыдущий_месяц,5289.5
247,215430,текущий_месяц,5780.9
248,215430,препредыдущий_месяц,4712.0
249,215431,текущий_месяц,6184.8
250,215431,предыдущий_месяц,5455.5
251,215431,препредыдущий_месяц,4692.0
252,215432,текущий_месяц,5038.8
253,215432,предыдущий_месяц,5063.5
254,215432,препредыдущий_месяц,4648.0
255,215433,предыдущий_месяц,4599.0
256,215433,препредыдущий_месяц,4098.0
257,215433,текущий_месяц,4959.1
258,215434,препредыдущий_месяц,4604.0
259,215434,текущий_месяц,5733.3
260,215434,предыдущий_месяц,4913.0
261,215435,препредыдущий_месяц,5008.0
262,215435,текущий_месяц,7605.3
263,215435,предыдущий_месяц,6869.5
264,215436,препредыдущий_месяц,4752.0
265,215436,предыдущий_месяц,5370.0
266,215436,текущий_месяц,5511.7
267,215437,предыдущий_месяц,4987.5
268,215437,текущий_месяц,4834.1
269,215437,препредыдущий_месяц,4875.0
270,215438,предыдущий_месяц,4283.0
271,215438,текущий_месяц,4787.4
272,215438,препредыдущий_месяц,4235.0
273,215439,предыдущий_месяц,5484.0
274,215439,текущий_месяц,5833.7
275,215439,препредыдущий_месяц,4551.0
276,215440,предыдущий_месяц,5470.5
277,215440,текущий_месяц,5571.9
278,215440,препредыдущий_месяц,4740.0
279,215441,предыдущий_месяц,4305.0
280,215441,препредыдущий_месяц,4443.0
281,215441,текущий_месяц,4029.4
282,215442,препредыдущий_месяц,4917.0
283,215442,предыдущий_месяц,4665.0
284,215442,текущий_месяц,4371.2
285,215443,препредыдущий_месяц,4691.0
286,215443,предыдущий_месяц,6291.5
287,215443,текущий_месяц,6378.6
288,215444,препредыдущий_месяц,4162.0
289,215444,предыдущий_месяц,4068.0
290,215444,текущий_месяц,4481.4
291,215445,препредыдущий_месяц,4528.0
292,215445,предыдущий_месяц,5186.5
293,215445,текущий_месяц,5208.6
294,215446,предыдущий_месяц,4865.5
295,215446,текущий_месяц,5024.1
296,215446,препредыдущий_месяц,4435.0
297,215447,текущий_месяц,3567.1
298,215447,препредыдущий_месяц,4677.0
299,215447,предыдущий_месяц,3311.0
300,215448,текущий_месяц,6129.7
301,215448,препредыдущий_месяц,4670.0
302,215448,предыдущий_месяц,5351.0
303,215449,текущий_месяц,5223.9
304,215449,препредыдущий_месяц,4301.0
305,215449,предыдущий_месяц,5051.0
306,215450,текущий_месяц,7160.0
307,215450,препредыдущий_месяц,4849.0
308,215450,предыдущий_месяц,6211.0
309,215451,препредыдущий_месяц,4658.0
310,215451,предыдущий_месяц,4043.0
311,215451,текущий_месяц,4260.1
312,215452,предыдущий_месяц,4045.0
313,215452,текущий_месяц,4206.2
314,215452,препредыдущий_месяц,4963.0
315,215453,предыдущий_месяц,3332.0
316,215453,текущий_месяц,3143.5
317,215453,препредыдущий_месяц,4290.0
318,215454,предыдущий_месяц,5653.0
319,215454,текущий_месяц,6301.7
320,215454,препредыдущий_месяц,4600.0
321,215455,предыдущий_месяц,5288.5
322,215455,текущий_месяц,5175.4
323,215455,препредыдущий_месяц,4564.0
324,215456,текущий_месяц,6318.8
325,215456,препредыдущий_месяц,4353.0
326,215456,предыдущий_месяц,5134.5
327,215457,препредыдущий_месяц,4387.0
328,215457,предыдущий_месяц,5291.5
329,215457,текущий_месяц,5805.0
330,215458,препредыдущий_месяц,4925.0
331,215458,предыдущий_месяц,5772.5
332,215458,текущий_месяц,6187.2
333,215459,препредыдущий_месяц,4119.0
334,215459,предыдущий_месяц,4782.0
335,215459,текущий_месяц,5780.4
336,215460,препредыдущий_месяц,4729.0
337,215460,предыдущий_месяц,5864.5
338,215460,текущий_месяц,6063.4
339,215461,препредыдущий_месяц,4766.0
340,215461,текущий_месяц,3700.7
341,215461,предыдущий_месяц,3598.0
342,215462,текущий_месяц,6244.8
343,215462,препредыдущий_месяц,5002.0
344,215462,предыдущий_месяц,5821.0
345,215463,текущий_месяц,5015.3
346,215463,препредыдущий_месяц,4470.0
347,215463,предыдущий_месяц,5196.0
348,215464,текущий_месяц,5335.0
349,215464,препредыдущий_месяц,4692.0
350,215464,предыдущий_месяц,4990.5
351,215465,текущий_месяц,4309.0
352,215465,препредыдущий_месяц,4579.0
353,215465,предыдущий_месяц,4328.5
354,215466,препредыдущий_месяц,4748.0
355,215466,предыдущий_месяц,3202.0
356,215466,текущий_месяц,2758.7
357,215467,предыдущий_месяц,4853.0
358,215467,текущий_месяц,5062.3
359,215467,препредыдущий_месяц,4367.0
360,215468,предыдущий_месяц,6060.0
361,215468,текущий_месяц,6346.0
362,215468,препредыдущий_месяц,4698.0
363,215469,предыдущий_месяц,5403.5
364,215469,текущий_месяц,5228.0
365,215469,препредыдущий_месяц,4889.0
366,215470,предыдущий_месяц,5157.0
367,215470,текущий_месяц,5623.7
368,215470,препредыдущий_месяц,4764.0
369,215471,предыдущий_месяц,5305.0
370,215471,препредыдущий_месяц,4258.0
371,215471,текущий_месяц,6255.3
372,215472,препредыдущий_месяц,4596.0
373,215472,предыдущий_месяц,5920.5
374,215472,текущий_месяц,6099.9
375,215473,препредыдущий_месяц,4224.0
376,215473,предыдущий_месяц,4246.5
377,215473,текущий_месяц,3987.8
378,215474,препредыдущий_месяц,4578.0
379,215474,предыдущий_месяц,5470.5
380,215474,текущий_месяц,5521.2
381,215475,препредыдущий_месяц,4834.0
382,215475,предыдущий_месяц,5713.0
383,215475,текущий_месяц,5980.8
384,215476,предыдущий_месяц,5053.0
385,215476,текущий_месяц,5957.8
386,215476,препредыдущий_месяц,4243.0
387,215477,текущий_месяц,3711.9
388,215477,препредыдущий_месяц,4356.0
389,215477,предыдущий_месяц,3201.0
390,215478,текущий_месяц,3078.3
391,215478,препредыдущий_месяц,4682.0
392,215478,предыдущий_месяц,2960.0
393,215479,текущий_месяц,5980.4
394,215479,препредыдущий_месяц,4641.0
395,215479,предыдущий_месяц,5775.0
396,215480,текущий_месяц,6244.4
397,215480,препредыдущий_месяц,4704.0
398,215480,предыдущий_месяц,5551.5
399,215481,текущий_месяц,3560.1
400,215481,предыдущий_месяц,3720.0
401,215481,препредыдущий_месяц,4374.0
402,215482,предыдущий_месяц,6457.0
403,215482,текущий_месяц,6593.5
404,215482,препредыдущий_месяц,4921.0
405,215483,предыдущий_месяц,6349.0
406,215483,текущий_месяц,6355.5
407,215483,препредыдущий_месяц,4834.0
408,215484,предыдущий_месяц,5059.0
409,215484,текущий_месяц,5018.7
410,215484,препредыдущий_месяц,4267.0
411,215485,предыдущий_месяц,4201.0
412,215485,текущий_месяц,5065.5
413,215485,препредыдущий_месяц,4234.0
414,215486,текущий_месяц,4517.0
415,215486,препредыдущий_месяц,4469.0
416,215486,предыдущий_месяц,4478.0
417,215487,препредыдущий_месяц,4923.0
418,215487,предыдущий_месяц,4531.5
419,215487,текущий_месяц,5173.7
420,215488,препредыдущий_месяц,4652.0
421,215488,предыдущий_месяц,5612.0
422,215488,текущий_месяц,6368.6
423,215489,препредыдущий_месяц,4817.0
424,215489,предыдущий_месяц,6183.5
425,215489,текущий_месяц,6594.3
426,215490,препредыдущий_месяц,4559.0
427,215490,предыдущий_месяц,4849.0
428,215490,текущий_месяц,5497.7
429,215491,предыдущий_месяц,4576.0
430,215491,текущий_месяц,4521.4
431,215491,препредыдущий_месяц,4705.0
432,215492,текущий_месяц,5602.1
433,215492,препредыдущий_месяц,4389.0
434,215492,предыдущий_месяц,5151.0
435,215493,текущий_месяц,7799.4
436,215493,препредыдущий_месяц,4870.0
437,215493,предыдущий_месяц,6716.5
438,215494,текущий_месяц,5784.5
439,215494,препредыдущий_месяц,4502.0
440,215494,предыдущий_месяц,5258.0
441,215495,текущий_месяц,4369.7
442,215495,препредыдущий_месяц,4611.0
443,215495,предыдущий_месяц,3981.0
444,215496,препредыдущий_месяц,4896.0
445,215496,предыдущий_месяц,5020.0
446,215496,текущий_месяц,5237.1
447,215497,предыдущий_месяц,5871.5
448,215497,текущий_месяц,6277.1
449,215497,препредыдущий_месяц,4475.0
450,215498,предыдущий_месяц,6083.5
451,215498,текущий_месяц,6677.6
452,215498,препредыдущий_месяц,4624.0
453,215499,предыдущий_месяц,3526.0
454,215499,текущий_месяц,4286.5
455,215499,препредыдущий_месяц,4610.0
456,215500,предыдущий_месяц,4137.0
457,215500,текущий_месяц,3808.1
458,215500,препредыдущий_месяц,4278.0
459,215501,предыдущий_месяц,6604.0
460,215501,препредыдущий_месяц,4993.0
461,215501,текущий_месяц,6758.7
462,215502,препредыдущий_месяц,4809.0
463,215502,предыдущий_месяц,6132.0
464,215502,текущий_месяц,6314.0
465,215503,препредыдущий_месяц,4119.0
466,215503,предыдущий_месяц,5046.0
467,215503,текущий_месяц,4886.1
468,215504,препредыдущий_месяц,4543.0
469,215504,предыдущий_месяц,3432.0
470,215504,текущий_месяц,3412.5
471,215505,препредыдущий_месяц,4698.0
472,215505,предыдущий_месяц,3951.0
473,215505,текущий_месяц,3982.2
474,215506,предыдущий_месяц,5052.5
475,215506,текущий_месяц,5502.3
476,215506,препредыдущий_месяц,4238.0
477,215507,текущий_месяц,4794.2
478,215507,препредыдущий_месяц,4969.0
479,215507,предыдущий_месяц,4464.0
480,215508,текущий_месяц,5030.8
481,215508,препредыдущий_месяц,4102.0
482,215508,предыдущий_месяц,4672.0
483,215509,текущий_месяц,5299.3
484,215509,препредыдущий_месяц,4880.0
485,215509,предыдущий_месяц,5265.5
486,215510,текущий_месяц,4242.7
487,215510,препредыдущий_месяц,4814.0
488,215510,предыдущий_месяц,4244.0
489,215511,текущий_месяц,5907.7
490,215511,предыдущий_месяц,4966.5
491,215511,препредыдущий_месяц,4428.0
492,215512,предыдущий_месяц,5641.0
493,215512,препредыдущий_месяц,4513.0
494,215512,текущий_месяц,6996.9
495,215513,предыдущий_месяц,5834.0
496,215513,препредыдущий_месяц,4466.0
497,215513,текущий_месяц,6664.7
498,215514,препредыдущий_месяц,4839.0
499,215514,текущий_месяц,6125.3
500,215514,предыдущий_месяц,5994.0
501,215515,текущий_месяц,4067.9
502,215515,предыдущий_месяц,4395.5
503,215515,препредыдущий_месяц,4442.0
504,215516,текущий_месяц,5142.2
505,215516,предыдущий_месяц,5208.5
506,215516,препредыдущий_месяц,4328.0
507,215517,текущий_месяц,6612.4
508,215517,препредыдущий_месяц,4718.0
509,215517,предыдущий_месяц,6036.5
510,215518,препредыдущий_месяц,4156.0
511,215518,предыдущий_месяц,4987.0
512,215518,текущий_месяц,5237.9
513,215519,препредыдущий_месяц,4802.0
514,215519,предыдущий_месяц,3680.0
515,215519,текущий_месяц,4283.2
516,215520,препредыдущий_месяц,4102.0
517,215520,предыдущий_месяц,4601.5
518,215520,текущий_месяц,5585.6
519,215521,препредыдущий_месяц,4265.0
520,215521,предыдущий_месяц,4045.0
521,215521,текущий_месяц,4650.8
522,215522,препредыдущий_месяц,5039.0
523,215522,текущий_месяц,4595.3
524,215522,предыдущий_месяц,3619.0
525,215523,текущий_месяц,6407.4
526,215523,препредыдущий_месяц,4827.0
527,215523,предыдущий_месяц,5740.5
528,215524,текущий_месяц,4240.3
529,215524,препредыдущий_месяц,4508.0
530,215524,предыдущий_месяц,3836.0
531,215525,текущий_месяц,4984.0
532,215525,препредыдущий_месяц,4639.0
533,215525,предыдущий_месяц,4769.5
534,215526,текущий_месяц,6713.8
535,215526,препредыдущий_месяц,4508.0
536,215526,предыдущий_месяц,5880.5
537,215527,препредыдущий_месяц,4472.0
538,215527,предыдущий_месяц,3229.0
539,215527,текущий_месяц,3849.1
540,215528,предыдущий_месяц,5270.0
541,215528,текущий_месяц,6103.3
542,215528,препредыдущий_месяц,4502.0
543,215529,предыдущий_месяц,3111.0
544,215529,текущий_месяц,3267.0
545,215529,препредыдущий_месяц,4449.0
546,215530,предыдущий_месяц,5043.0
547,215530,текущий_месяц,5391.4
548,215530,препредыдущий_месяц,4374.0
549,215531,предыдущий_месяц,5518.0
550,215531,текущий_месяц,6061.4
551,215531,препредыдущий_месяц,4579.0
552,215532,текущий_месяц,4422.7
553,215532,препредыдущий_месяц,4212.0
554,215532,предыдущий_месяц,3871.5
555,215533,препредыдущий_месяц,4813.0
556,215533,предыдущий_месяц,4468.0
557,215533,текущий_месяц,5435.2
558,215534,препредыдущий_месяц,4669.0
559,215534,предыдущий_месяц,3652.0
560,215534,текущий_месяц,3856.1
561,215535,препредыдущий_месяц,4586.0
562,215535,предыдущий_месяц,4430.0
563,215535,текущий_месяц,4667.9
564,215536,препредыдущий_месяц,4952.0
565,215536,предыдущий_месяц,6378.5
566,215536,текущий_месяц,7467.9
567,215537,предыдущий_месяц,6121.5
568,215537,текущий_месяц,6781.9
569,215537,препредыдущий_месяц,4974.0
570,215538,текущий_месяц,6900.1
571,215538,препредыдущий_месяц,4641.0
572,215538,предыдущий_месяц,6013.5
573,215539,текущий_месяц,5417.2
574,215539,препредыдущий_месяц,4220.0
575,215539,предыдущий_месяц,5204.0
576,215540,текущий_месяц,6118.6
577,215540,препредыдущий_месяц,4826.0
578,215540,предыдущий_месяц,5277.5
579,215541,текущий_месяц,3416.6
580,215541,препредыдущий_месяц,4605.0
581,215541,предыдущий_месяц,3518.0
582,215542,текущий_месяц,5772.5
583,215542,предыдущий_месяц,5343.5
584,215542,препредыдущий_месяц,4418.0
585,215543,предыдущий_месяц,4697.5
586,215543,текущий_месяц,4821.0
587,215543,препредыдущий_месяц,4684.0
588,215544,предыдущий_месяц,4732.5
589,215544,текущий_месяц,4954.8
590,215544,препредыдущий_месяц,4314.0
591,215545,предыдущий_месяц,4826.5
592,215545,текущий_месяц,5306.2
593,215545,препредыдущий_месяц,4567.0
594,215546,предыдущий_месяц,3659.0
595,215546,текущий_месяц,4584.6
596,215546,препредыдущий_месяц,4157.0
597,215547,текущий_месяц,5199.1
598,215547,препредыдущий_месяц,4655.0
599,215547,предыдущий_месяц,5274.5
600,215548,препредыдущий_месяц,4228.0
601,215548,предыдущий_месяц,5324.5
602,215548,текущий_месяц,5761.3
603,215549,препредыдущий_месяц,4736.0
604,215549,предыдущий_месяц,3781.0
605,215549,текущий_месяц,4315.3
606,215550,препредыдущий_месяц,4940.0
607,215550,предыдущий_месяц,5975.0
608,215550,текущий_месяц,6251.9
609,215551,препредыдущий_месяц,4598.0
610,215551,предыдущий_месяц,4451.0
611,215551,текущий_месяц,5185.5
612,215552,препредыдущий_месяц,4726.0
613,215552,текущий_месяц,6194.6
614,215552,предыдущий_месяц,5678.5
615,215553,текущий_месяц,4594.3
616,215553,препредыдущий_месяц,4309.0
617,215553,предыдущий_месяц,4138.0
618,215554,текущий_месяц,4985.2
619,215554,препредыдущий_месяц,4733.0
620,215554,предыдущий_месяц,4401.5
621,215555,текущий_месяц,4621.3
622,215555,препредыдущий_месяц,4271.0
623,215555,предыдущий_месяц,4626.5
624,215556,текущий_месяц,6530.6
625,215556,препредыдущий_месяц,4640.0
626,215556,предыдущий_месяц,5891.0
627,215557,препредыдущий_месяц,4633.0
628,215557,предыдущий_месяц,4660.0
629,215557,текущий_месяц,5068.2
630,215558,предыдущий_месяц,6658.5
631,215558,текущий_месяц,7212.3
632,215558,препредыдущий_месяц,4968.0
633,215559,предыдущий_месяц,5837.0
634,215559,текущий_месяц,6363.5
635,215559,препредыдущий_месяц,5045.0
636,215560,предыдущий_месяц,3137.0
637,215560,текущий_месяц,3083.7
638,215560,препредыдущий_месяц,4931.0
639,215561,предыдущий_месяц,5900.5
640,215561,текущий_месяц,6174.8
641,215561,препредыдущий_месяц,4420.0
642,215562,предыдущий_месяц,4435.0
643,215562,препредыдущий_месяц,4330.0
644,215562,текущий_месяц,4168.5
645,215563,препредыдущий_месяц,4985.0
646,215563,предыдущий_месяц,6036.5
647,215563,текущий_месяц,6114.5
648,215564,препредыдущий_месяц,4213.0
649,215564,предыдущий_месяц,2890.0
650,215564,текущий_месяц,3334.6
651,215565,препредыдущий_месяц,4492.0
652,215565,предыдущий_месяц,4657.0
653,215565,текущий_месяц,5104.2
654,215566,препредыдущий_месяц,4702.0
655,215566,предыдущий_месяц,3877.0
656,215566,текущий_месяц,4191.6
657,215567,предыдущий_месяц,5259.0
658,215567,текущий_месяц,6079.3
659,215567,препредыдущий_месяц,4755.0
660,215568,текущий_месяц,3933.4
661,215568,препредыдущий_месяц,4740.0
662,215568,предыдущий_месяц,2909.0
663,215569,текущий_месяц,6120.2
664,215569,препредыдущий_месяц,4856.0
665,215569,предыдущий_месяц,5348.0
666,215570,текущий_месяц,6299.9
667,215570,препредыдущий_месяц,4729.0
668,215570,предыдущий_месяц,5581.0
669,215571,текущий_месяц,5719.8
670,215571,препредыдущий_месяц,4709.0
671,215571,предыдущий_месяц,5874.5
672,215572,препредыдущий_месяц,4822.0
673,215572,предыдущий_месяц,3879.0
674,215572,текущий_месяц,4033.7
675,215573,предыдущий_месяц,5418.0
676,215573,текущий_месяц,5501.2
677,215573,препредыдущий_месяц,4671.0
678,215574,предыдущий_месяц,5974.0
679,215574,текущий_месяц,7047.8
680,215574,препредыдущий_месяц,5053.0
681,215575,предыдущий_месяц,4132.5
682,215575,текущий_месяц,4539.4
683,215575,препредыдущий_месяц,4530.0
684,215576,предыдущий_месяц,5764.5
685,215576,текущий_месяц,6222.1
686,215576,препредыдущий_месяц,4500.0
687,215577,текущий_месяц,5663.5
688,215577,препредыдущий_месяц,4774.0
689,215577,предыдущий_месяц,4942.0
690,215578,препредыдущий_месяц,4778.0
691,215578,предыдущий_месяц,5328.5
692,215578,текущий_месяц,5801.7
693,215579,препредыдущий_месяц,4393.0
694,215579,предыдущий_месяц,5516.5
695,215579,текущий_месяц,6202.9
696,215580,препредыдущий_месяц,4657.0
697,215580,предыдущий_месяц,5309.5
698,215580,текущий_месяц,5635.8
699,215581,препредыдущий_месяц,4798.0
700,215581,предыдущий_месяц,4700.0
701,215581,текущий_месяц,4679.2
702,215582,препредыдущий_месяц,4688.0
703,215582,текущий_месяц,4414.0
704,215582,предыдущий_месяц,4180.0
705,215583,текущий_месяц,6068.3
706,215583,препредыдущий_месяц,4769.0
707,215583,предыдущий_месяц,5553.5
708,215584,текущий_месяц,6061.9
709,215584,препредыдущий_месяц,4470.0
710,215584,предыдущий_месяц,5616.0
